cat	url	lab
Cars	https://www.europages.co.uk/companies/pg-{}/cars.html	32.0
Coachbuilding	https://www.europages.co.uk/companies/pg-{}/coachbuilding.html	32.0
Containers	https://www.europages.co.uk/companies/pg-{}/containers.html	32.0
Electric vehicles	https://www.europages.co.uk/companies/pg-{}/electric%20vehicles.html	32.0
Import-export - vehicles and transport...	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20vehicles%20and%20transport%20equipment.html	32.0
Lorries, vans and commercial vehicles	https://www.europages.co.uk/companies/pg-{}/lorries,%20vans%20and%20commercial%20vehicles.html	32.0
Motorcycle parts and accessories	https://www.europages.co.uk/companies/pg-{}/motorcycle%20parts%20and%20accessories.html	32.0
Motorcycles	https://www.europages.co.uk/companies/pg-{}/motorcycles.html	32.0
Naval construction	https://www.europages.co.uk/companies/pg-{}/naval%20construction.html	32.0
Pleasure boats	https://www.europages.co.uk/companies/pg-{}/pleasure%20boats.html	32.0
Pleasure boats - components, engines and...	https://www.europages.co.uk/companies/pg-{}/pleasure%20boats%20-%20components,%20engines%20and%20equipment.html	32.0
Railway stock and equipment	https://www.europages.co.uk/companies/pg-{}/railway%20stock%20and%20equipment.html	32.0
Ship equipment	https://www.europages.co.uk/companies/pg-{}/ship%20equipment.html	32.0
Ship maintenance and repairs	https://www.europages.co.uk/companies/pg-{}/ship%20maintenance%20and%20repairs.html	32.0
Trailers and tip trailers, industrial	https://www.europages.co.uk/companies/pg-{}/trailers%20and%20tip%20trailers,%20industrial.html	32.0
Vehicles - Telematics	https://www.europages.co.uk/companies/pg-{}/vehicles%20-%20telematics.html	32.0
Vehicles - accessories and equipment	https://www.europages.co.uk/companies/pg-{}/vehicles%20-%20accessories%20and%20equipment.html	32.0
Vehicles - electrical and electronic...	https://www.europages.co.uk/companies/pg-{}/vehicles%20-%20electrical%20and%20electronic%20components%20and%20parts.html	32.0
Vehicles - mechanical components and parts	https://www.europages.co.uk/companies/pg-{}/vehicles%20-%20mechanical%20components%20and%20parts.html	32.0
Vehicles, special - construction and...	https://www.europages.co.uk/companies/pg-{}/vehicles,%20special%20-%20construction%20and%20equipment.html	32.0
Vehicles, used	https://www.europages.co.uk/companies/pg-{}/vehicles,%20used.html	32.0
Anti-corrosion products, chemical	https://www.europages.co.uk/companies/pg-{}/anti-corrosion%20products,%20chemical.html	34.0
Biotechnologies	https://www.europages.co.uk/companies/pg-{}/biotechnologies.html	34.0
Chemistry - laboratory products	https://www.europages.co.uk/companies/pg-{}/chemistry%20-%20laboratory%20products.html	34.0
Chemistry, inorganic - raw materials and...	https://www.europages.co.uk/companies/pg-{}/chemistry,%20inorganic%20-%20raw%20materials%20and%20derivatives.html	34.0
Chemistry, organic - raw materials and...	https://www.europages.co.uk/companies/pg-{}/chemistry,%20organic%20-%20raw%20materials%20and%20derivatives.html	34.0
Cleaning and maintenance products, household	https://www.europages.co.uk/companies/pg-{}/cleaning%20and%20maintenance%20products,%20household.html	53.0
Cleaning and maintenance products, industrial	https://www.europages.co.uk/companies/pg-{}/cleaning%20and%20maintenance%20products,%20industrial.html	34.0
Essences and fragrances - nonfood	https://www.europages.co.uk/companies/pg-{}/essences%20and%20fragrances%20-%20nonfood.html	34.0
Explosives and fireworks	https://www.europages.co.uk/companies/pg-{}/explosives%20and%20fireworks.html	42.0
Gases, compressed and liquefied	https://www.europages.co.uk/companies/pg-{}/gases,%20compressed%20and%20liquefied.html	34.0
Glues, adhesives and applicators	https://www.europages.co.uk/companies/pg-{}/glues,%20adhesives%20and%20applicators.html	34.0
Herbs for medicines and cosmetics	https://www.europages.co.uk/companies/pg-{}/herbs%20for%20medicines%20and%20cosmetics.html	39.0
Hygiene and beauty articles	https://www.europages.co.uk/companies/pg-{}/hygiene%20and%20beauty%20articles.html	39.0
Hygiene and toilet products	https://www.europages.co.uk/companies/pg-{}/hygiene%20and%20toilet%20products.html	39.0
Import-export - chemicals and pharmaceuticals	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20chemicals%20and%20pharmaceuticals.html	39.0
Inks	https://www.europages.co.uk/companies/pg-{}/inks.html	34.0
Lubricants, industrial	https://www.europages.co.uk/companies/pg-{}/lubricants,%20industrial.html	34.0
Paints and varnishes	https://www.europages.co.uk/companies/pg-{}/paints%20and%20varnishes.html	34.0
Perfume and beauty products	https://www.europages.co.uk/companies/pg-{}/perfume%20and%20beauty%20products.html	30.0
Petroleum - heavy derivatives	https://www.europages.co.uk/companies/pg-{}/petroleum%20-%20heavy%20derivatives.html	34.0
Petroleum fuels and additives	https://www.europages.co.uk/companies/pg-{}/petroleum%20fuels%20and%20additives.html	34.0
Pharmaceutical products	https://www.europages.co.uk/companies/pg-{}/pharmaceutical%20products.html	39.0
Pharmaceuticals - basic and auxiliary...	https://www.europages.co.uk/companies/pg-{}/pharmaceuticals%20-%20basic%20and%20auxiliary%20products.html	39.0
Phytosanitary products, fungicides and...	https://www.europages.co.uk/companies/pg-{}/phytosanitary%20products,%20fungicides%20and%20pesticides.html	34.0
Pigments and dyes, nonfood	https://www.europages.co.uk/companies/pg-{}/pigments%20and%20dyes,%20nonfood.html	34.0
Resins	https://www.europages.co.uk/companies/pg-{}/resins.html	34.0
Solvents and thinners	https://www.europages.co.uk/companies/pg-{}/solvents%20and%20thinners.html	34.0
Strippers and abrasives, chemical	https://www.europages.co.uk/companies/pg-{}/strippers%20and%20abrasives,%20chemical.html	34.0
Veterinary products	https://www.europages.co.uk/companies/pg-{}/veterinary%20products.html	39.0
Water treatment products	https://www.europages.co.uk/companies/pg-{}/water%20treatment%20products.html	34.0
Asbestos-replacement products	https://www.europages.co.uk/companies/pg-{}/asbestos-replacement%20products.html	34.0
Foams, rubber and plastic	https://www.europages.co.uk/companies/pg-{}/foams,%20rubber%20and%20plastic.html	34.0
Import-export - rubber and plastic products	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20rubber%20and%20plastic%20products.html	34.0
Plastic coatings and laminates	https://www.europages.co.uk/companies/pg-{}/plastic%20coatings%20and%20laminates.html	34.0
Plastic floor coverings	https://www.europages.co.uk/companies/pg-{}/plastic%20floor%20coverings.html	34.0
Plastics - construction industry	https://www.europages.co.uk/companies/pg-{}/plastics%20-%20construction%20industry.html	34.0
Plastics - household products	https://www.europages.co.uk/companies/pg-{}/plastics%20-%20household%20products.html	34.0
Plastics - industrial products	https://www.europages.co.uk/companies/pg-{}/plastics%20-%20industrial%20products.html	34.0
Plastics - industrial raw materials	https://www.europages.co.uk/companies/pg-{}/plastics%20-%20industrial%20raw%20materials.html	34.0
Plastics - packaging	https://www.europages.co.uk/companies/pg-{}/plastics%20-%20packaging.html	34.0
Plastics - semi-finished products	https://www.europages.co.uk/companies/pg-{}/plastics%20-%20semi-finished%20products.html	34.0
Polymers	https://www.europages.co.uk/companies/pg-{}/polymers.html	34.0
Rubber - transformation into semi-finished...	https://www.europages.co.uk/companies/pg-{}/rubber%20-%20transformation%20into%20semi-finished%20products.html	34.0
Rubber and derivatives	https://www.europages.co.uk/companies/pg-{}/rubber%20and%20derivatives.html	34.0
Rubber and plastic - processing	https://www.europages.co.uk/companies/pg-{}/rubber%20and%20plastic%20-%20processing.html	34.0
Rubber products	https://www.europages.co.uk/companies/pg-{}/rubber%20products.html	34.0
Tubes and pipes, rubber and plastic	https://www.europages.co.uk/companies/pg-{}/tubes%20and%20pipes,%20rubber%20and%20plastic.html	34.0
Tyres and accessories	https://www.europages.co.uk/companies/pg-{}/tyres%20and%20accessories.html	34.0
Bathrooms - furniture and fittings	https://www.europages.co.uk/companies/pg-{}/bathrooms%20-%20furniture%20and%20fittings.html	34.0
Beds, bedsteads and mattresses	https://www.europages.co.uk/companies/pg-{}/beds,%20bedsteads%20and%20mattresses.html	34.0
Concert halls and scenography - equipment	https://www.europages.co.uk/companies/pg-{}/concert%20halls%20and%20scenography%20-%20equipment.html	34.0
Cork products	https://www.europages.co.uk/companies/pg-{}/cork%20products.html	34.0
Factory fittings	https://www.europages.co.uk/companies/pg-{}/factory%20fittings.html	34.0
Framework, wood	https://www.europages.co.uk/companies/pg-{}/framework,%20wood.html	34.0
Furnishing - supplies	https://www.europages.co.uk/companies/pg-{}/furnishing%20-%20supplies.html	34.0
Furnishings - accessories and decorative...	https://www.europages.co.uk/companies/pg-{}/furnishings%20-%20accessories%20and%20decorative%20objects.html	34.0
Furniture - hotels, bars, cafés and...	https://www.europages.co.uk/companies/pg-{}/furniture%20-%20hotels,%20bars,%20caf%C3%A9s%20and%20restaurants.html	34.0
Furniture - reproductions	https://www.europages.co.uk/companies/pg-{}/furniture%20-%20reproductions.html	34.0
Furniture - second-hand	https://www.europages.co.uk/companies/pg-{}/furniture%20-%20second-hand.html	34.0
Furniture and decorations, garden	https://www.europages.co.uk/companies/pg-{}/furniture%20and%20decorations,%20garden.html	34.0
Furniture and shelving, office	https://www.europages.co.uk/companies/pg-{}/furniture%20and%20shelving,%20office.html	34.0
Furniture for Business	https://www.europages.co.uk/companies/pg-{}/furniture%20for%20business.html	34.0
Furniture, children's bedroom	https://www.europages.co.uk/companies/pg-{}/furniture,%20children%27s%20bedroom.html	34.0
Furniture, hospital	https://www.europages.co.uk/companies/pg-{}/furniture,%20hospital.html	34.0
Furniture, household	https://www.europages.co.uk/companies/pg-{}/furniture,%20household.html	34.0
Furniture, school	https://www.europages.co.uk/companies/pg-{}/furniture,%20school.html	34.0
Gaming and billiard tables and accessories	https://www.europages.co.uk/companies/pg-{}/gaming%20and%20billiard%20tables%20and%20accessories.html	34.0
Home Furniture	https://www.europages.co.uk/companies/pg-{}/home%20furniture.html	34.0
Import-export - furniture and fittings	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20furniture%20and%20fittings.html	34.0
Import-export - wood	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20wood.html	34.0
Kitchens - furnishing	https://www.europages.co.uk/companies/pg-{}/kitchens%20-%20furnishing.html	34.0
Metal furniture	https://www.europages.co.uk/companies/pg-{}/metal%20furniture.html	34.0
Panels, wood	https://www.europages.co.uk/companies/pg-{}/panels,%20wood.html	34.0
Parquet floors	https://www.europages.co.uk/companies/pg-{}/parquet%20floors.html	34.0
Picture frames and framing	https://www.europages.co.uk/companies/pg-{}/picture%20frames%20and%20framing.html	34.0
Seats and lounge suites	https://www.europages.co.uk/companies/pg-{}/seats%20and%20lounge%20suites.html	34.0
Shop fittings	https://www.europages.co.uk/companies/pg-{}/shop%20fittings.html	34.0
Tables and chairs	https://www.europages.co.uk/companies/pg-{}/tables%20and%20chairs.html	34.0
Trade fairs and exhibitions - stand fittings	https://www.europages.co.uk/companies/pg-{}/trade%20fairs%20and%20exhibitions%20-%20stand%20fittings.html	34.0
Wood - Finished Products	https://www.europages.co.uk/companies/pg-{}/wood%20-%20finished%20products.html	34.0
Wood - packaging	https://www.europages.co.uk/companies/pg-{}/wood%20-%20packaging.html	34.0
Wood - sawn and treated	https://www.europages.co.uk/companies/pg-{}/wood%20-%20sawn%20and%20treated.html	34.0
Wood - semi-finished products	https://www.europages.co.uk/companies/pg-{}/wood%20-%20semi-finished%20products.html	34.0
Wood and furnishing - treatment and...	https://www.europages.co.uk/companies/pg-{}/wood%20and%20furnishing%20-%20treatment%20and%20protection.html	34.0
Wood products	https://www.europages.co.uk/companies/pg-{}/wood%20products.html	34.0
Wood, undressed	https://www.europages.co.uk/companies/pg-{}/wood,%20undressed.html	34.0
Buildings, prefabricated	https://www.europages.co.uk/companies/pg-{}/buildings,%20prefabricated.html	34.0
Ceilings	https://www.europages.co.uk/companies/pg-{}/ceilings.html	34.0
Construction - Finishings	https://www.europages.co.uk/companies/pg-{}/construction%20-%20finishings.html	34.0
Consultants - construction and civil...	https://www.europages.co.uk/companies/pg-{}/consultants%20-%20construction%20and%20civil%20engineering.html	34.0
Doors, house	https://www.europages.co.uk/companies/pg-{}/doors,%20house.html	34.0
Doors, industrial	https://www.europages.co.uk/companies/pg-{}/doors,%20industrial.html	34.0
Electrical and magnetic insulation	https://www.europages.co.uk/companies/pg-{}/electrical%20and%20magnetic%20insulation.html	34.0
Fences and gates	https://www.europages.co.uk/companies/pg-{}/fences%20and%20gates.html	34.0
Finishing work	https://www.europages.co.uk/companies/pg-{}/finishing%20work.html	34.0
Fireplaces and stoves, ornamental and...	https://www.europages.co.uk/companies/pg-{}/fireplaces%20and%20stoves,%20ornamental%20and%20accessories.html	34.0
Floors, industrial	https://www.europages.co.uk/companies/pg-{}/floors,%20industrial.html	34.0
Import-export - construction and publics...	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20construction%20and%20publics%20works.html	34.0
Landscaping contractors	https://www.europages.co.uk/companies/pg-{}/landscaping%20contractors.html	34.0
Marine, port and underwater works -...	https://www.europages.co.uk/companies/pg-{}/marine,%20port%20and%20underwater%20works%20-%20contractors.html	34.0
Partitions	https://www.europages.co.uk/companies/pg-{}/partitions.html	34.0
Plumbing fixtures and accessories	https://www.europages.co.uk/companies/pg-{}/plumbing%20fixtures%20and%20accessories.html	34.0
Public Works	https://www.europages.co.uk/companies/pg-{}/public%20works.html	34.0
Public works contractors	https://www.europages.co.uk/companies/pg-{}/public%20works%20contractors.html	34.0
Shutters	https://www.europages.co.uk/companies/pg-{}/shutters.html	34.0
Sound insulation materials	https://www.europages.co.uk/companies/pg-{}/sound%20insulation%20materials.html	34.0
Sports facilities	https://www.europages.co.uk/companies/pg-{}/sports%20facilities.html	34.0
Stairs and handrails	https://www.europages.co.uk/companies/pg-{}/stairs%20and%20handrails.html	34.0
Structural work	https://www.europages.co.uk/companies/pg-{}/structural%20work.html	34.0
Sun protection, interior and exterior	https://www.europages.co.uk/companies/pg-{}/sun%20protection,%20interior%20and%20exterior.html	34.0
Thermal insulation materials	https://www.europages.co.uk/companies/pg-{}/thermal%20insulation%20materials.html	34.0
Urban fixtures and installations	https://www.europages.co.uk/companies/pg-{}/urban%20fixtures%20and%20installations.html	34.0
Windows	https://www.europages.co.uk/companies/pg-{}/windows.html	34.0
Bricks	https://www.europages.co.uk/companies/pg-{}/bricks.html	34.0
Cement and additives	https://www.europages.co.uk/companies/pg-{}/cement%20and%20additives.html	34.0
Ceramics, porcelain and earthenware -...	https://www.europages.co.uk/companies/pg-{}/ceramics,%20porcelain%20and%20earthenware%20-%20industrial%20products.html	34.0
Coatings, putties and sealing products	https://www.europages.co.uk/companies/pg-{}/coatings,%20putties%20and%20sealing%20products.html	34.0
Concrete products and conglomerates	https://www.europages.co.uk/companies/pg-{}/concrete%20products%20and%20conglomerates.html	34.0
Construction Materials	https://www.europages.co.uk/companies/pg-{}/construction%20materials.html	34.0
Crockery	https://www.europages.co.uk/companies/pg-{}/crockery.html	34.0
Crystal glassware	https://www.europages.co.uk/companies/pg-{}/crystal%20glassware.html	34.0
Glass	https://www.europages.co.uk/companies/pg-{}/glass.html	34.0
Glass for the transport industry	https://www.europages.co.uk/companies/pg-{}/glass%20for%20the%20transport%20industry.html	34.0
Glass hollowware	https://www.europages.co.uk/companies/pg-{}/glass%20hollowware.html	34.0
Glass, industrial	https://www.europages.co.uk/companies/pg-{}/glass,%20industrial.html	34.0
Glassware, decorative	https://www.europages.co.uk/companies/pg-{}/glassware,%20decorative.html	34.0
Import-export - glass and glass products	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20glass%20and%20glass%20products.html	34.0
Plaster and plaster products	https://www.europages.co.uk/companies/pg-{}/plaster%20and%20plaster%20products.html	34.0
Plate glass and mirrors	https://www.europages.co.uk/companies/pg-{}/plate%20glass%20and%20mirrors.html	34.0
Refractory materials and products	https://www.europages.co.uk/companies/pg-{}/refractory%20materials%20and%20products.html	34.0
Roadlaying materials	https://www.europages.co.uk/companies/pg-{}/roadlaying%20materials.html	34.0
Roofing materials	https://www.europages.co.uk/companies/pg-{}/roofing%20materials.html	34.0
Tiles	https://www.europages.co.uk/companies/pg-{}/tiles.html	34.0
Alarms and surveillance - systems and...	https://www.europages.co.uk/companies/pg-{}/alarms%20and%20surveillance%20-%20systems%20and%20equipment.html	34.0
Beauty care - equipment	https://www.europages.co.uk/companies/pg-{}/beauty%20care%20-%20equipment.html	34.0
Beauty care - instruments	https://www.europages.co.uk/companies/pg-{}/beauty%20care%20-%20instruments.html	34.0
Clock and watch supplies	https://www.europages.co.uk/companies/pg-{}/clock%20and%20watch%20supplies.html	34.0
Clock- and watchmaking	https://www.europages.co.uk/companies/pg-{}/clock-%20and%20watchmaking.html	34.0
Clocks and time control, industrial	https://www.europages.co.uk/companies/pg-{}/clocks%20and%20time%20control,%20industrial.html	34.0
Dentistry - accessories and supplies	https://www.europages.co.uk/companies/pg-{}/dentistry%20-%20accessories%20and%20supplies.html	34.0
Dentistry - equipment and instruments	https://www.europages.co.uk/companies/pg-{}/dentistry%20-%20equipment%20and%20instruments.html	34.0
Dosing - machines and equipment	https://www.europages.co.uk/companies/pg-{}/dosing%20-%20machines%20and%20equipment.html	34.0
Eyeglass and contact lenses and accessories	https://www.europages.co.uk/companies/pg-{}/eyeglass%20and%20contact%20lenses%20and%20accessories.html	34.0
Eyeglasses - frames and accessories	https://www.europages.co.uk/companies/pg-{}/eyeglasses%20-%20frames%20and%20accessories.html	34.0
Hearing aids	https://www.europages.co.uk/companies/pg-{}/hearing%20aids.html	34.0
Import-export - precision instruments	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20precision%20instruments.html	34.0
Laser apparatus and instruments	https://www.europages.co.uk/companies/pg-{}/laser%20apparatus%20and%20instruments.html	34.0
Measurement and regulation equipment and...	https://www.europages.co.uk/companies/pg-{}/measurement%20and%20regulation%20equipment%20and%20instruments%20-%20electricity%20and%20other%20energy.html	34.0
Measurement and regulation equipment and...	https://www.europages.co.uk/companies/pg-{}/measurement%20and%20regulation%20equipment%20and%20instruments%20-%20output%20and%20flow.html	34.0
Measurement and regulation equipment and...	https://www.europages.co.uk/companies/pg-{}/measurement%20and%20regulation%20equipment%20and%20instruments%20-%20pressure.html	34.0
Measurement and regulation equipment and...	https://www.europages.co.uk/companies/pg-{}/measurement%20and%20regulation%20equipment%20and%20instruments%20-%20speed.html	34.0
Measurement and regulation equipment and...	https://www.europages.co.uk/companies/pg-{}/measurement%20and%20regulation%20equipment%20and%20instruments%20-%20temperature.html	34.0
Measurement equipment and instruments -...	https://www.europages.co.uk/companies/pg-{}/measurement%20equipment%20and%20instruments%20-%20position%20and%20distance.html	34.0
Medical and surgical instruments	https://www.europages.co.uk/companies/pg-{}/medical%20and%20surgical%20instruments.html	34.0
Medicine and surgery - apparatus and...	https://www.europages.co.uk/companies/pg-{}/medicine%20and%20surgery%20-%20apparatus%20and%20equipment.html	34.0
Medicine and surgery - items and supplies	https://www.europages.co.uk/companies/pg-{}/medicine%20and%20surgery%20-%20items%20and%20supplies.html	34.0
Monitoring and control equipment	https://www.europages.co.uk/companies/pg-{}/monitoring%20and%20control%20equipment.html	34.0
Optical instruments	https://www.europages.co.uk/companies/pg-{}/optical%20instruments.html	34.0
Orthopaedics and physiotherapy - apparatus,...	https://www.europages.co.uk/companies/pg-{}/orthopaedics%20and%20physiotherapy%20-%20apparatus,%20instruments%20and%20equipment.html	34.0
Photographic and cinematographic...	https://www.europages.co.uk/companies/pg-{}/photographic%20and%20cinematographic%20laboratories%20-%20equipment.html	34.0
Photography and cinema - photographic and...	https://www.europages.co.uk/companies/pg-{}/photography%20and%20cinema%20-%20photographic%20and%20projection%20equipment.html	34.0
Scientific equipment and instruments	https://www.europages.co.uk/companies/pg-{}/scientific%20equipment%20and%20instruments.html	34.0
Veterinary equipment and instruments	https://www.europages.co.uk/companies/pg-{}/veterinary%20equipment%20and%20instruments.html	34.0
Weighing and dosing equipment	https://www.europages.co.uk/companies/pg-{}/weighing%20and%20dosing%20equipment.html	34.0
Electronic data processing - computer...	https://www.europages.co.uk/companies/pg-{}/electronic%20data%20processing%20-%20computer%20peripherals.html	49.0
Electronic data processing - microcomputers	https://www.europages.co.uk/companies/pg-{}/electronic%20data%20processing%20-%20microcomputers.html	49.0
Electronic data processing - minicomputers...	https://www.europages.co.uk/companies/pg-{}/electronic%20data%20processing%20-%20minicomputers%20and%20mainframes.html	49.0
Electronic data processing - software	https://www.europages.co.uk/companies/pg-{}/electronic%20data%20processing%20-%20software.html	49.0
Import-export - Computers	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20computers.html	49.0
Information technology - data processing...	https://www.europages.co.uk/companies/pg-{}/information%20technology%20-%20data%20processing%20media.html	49.0
Information technology - supplies	https://www.europages.co.uk/companies/pg-{}/information%20technology%20-%20supplies.html	49.0
Accumulators and batteries	https://www.europages.co.uk/companies/pg-{}/accumulators%20and%20batteries.html	49.0
Active electronic components	https://www.europages.co.uk/companies/pg-{}/active%20electronic%20components.html	49.0
Automatic dispensers	https://www.europages.co.uk/companies/pg-{}/automatic%20dispensers.html	49.0
Automatic payment and cash handling systems	https://www.europages.co.uk/companies/pg-{}/automatic%20payment%20and%20cash%20handling%20systems.html	49.0
Cables and wires, electric and telephone	https://www.europages.co.uk/companies/pg-{}/cables%20and%20wires,%20electric%20and%20telephone.html	49.0
Cash registers	https://www.europages.co.uk/companies/pg-{}/cash%20registers.html	49.0
Domestic appliances - large	https://www.europages.co.uk/companies/pg-{}/domestic%20appliances%20-%20large.html	49.0
Domestic appliances - small	https://www.europages.co.uk/companies/pg-{}/domestic%20appliances%20-%20small.html	49.0
Doors and gates, automatic and access control	https://www.europages.co.uk/companies/pg-{}/doors%20and%20gates,%20automatic%20and%20access%20control.html	49.0
Electric motors and parts	https://www.europages.co.uk/companies/pg-{}/electric%20motors%20and%20parts.html	49.0
Electric transformers, converters and...	https://www.europages.co.uk/companies/pg-{}/electric%20transformers,%20converters%20and%20rectifiers.html	49.0
Electrical components and parts	https://www.europages.co.uk/companies/pg-{}/electrical%20components%20and%20parts.html	49.0
Electrical systems and equipment	https://www.europages.co.uk/companies/pg-{}/electrical%20systems%20and%20equipment.html	49.0
Electricity - distribution equipment	https://www.europages.co.uk/companies/pg-{}/electricity%20-%20distribution%20equipment.html	49.0
Electricity generators	https://www.europages.co.uk/companies/pg-{}/electricity%20generators.html	49.0
Electronic components	https://www.europages.co.uk/companies/pg-{}/electronic%20components.html	49.0
Import-export - electrical and electronic...	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20electrical%20and%20electronic%20equipment.html	49.0
Intermediary electronic transformations	https://www.europages.co.uk/companies/pg-{}/intermediary%20electronic%20transformations.html	49.0
Light bulbs and tubes	https://www.europages.co.uk/companies/pg-{}/light%20bulbs%20and%20tubes.html	49.0
Lighting, domestic and accessories	https://www.europages.co.uk/companies/pg-{}/lighting,%20domestic%20and%20accessories.html	49.0
Lighting, street, industrial and commercial	https://www.europages.co.uk/companies/pg-{}/lighting,%20street,%20industrial%20and%20commercial.html	49.0
Passive electronic components and printed...	https://www.europages.co.uk/companies/pg-{}/passive%20electronic%20components%20and%20printed%20circuits.html	49.0
Radiology equipment	https://www.europages.co.uk/companies/pg-{}/radiology%20equipment.html	49.0
Solar energy equipment	https://www.europages.co.uk/companies/pg-{}/solar%20energy%20equipment.html	49.0
Cardboard manufacture	https://www.europages.co.uk/companies/pg-{}/cardboard%20manufacture.html	34.0
Disposable tableware and articles made of...	https://www.europages.co.uk/companies/pg-{}/disposable%20tableware%20and%20articles%20made%20of%20paper,%20cardboard%20and%20plastic.html	34.0
Import-export - paper and cardboard	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20paper%20and%20cardboard.html	34.0
Packaging materials - paper and cardboard	https://www.europages.co.uk/companies/pg-{}/packaging%20materials%20-%20paper%20and%20cardboard.html	34.0
Paper & Cardboard - Raw Materials	https://www.europages.co.uk/companies/pg-{}/paper%20&%20cardboard%20-%20raw%20materials.html	34.0
Paper - raw materials	https://www.europages.co.uk/companies/pg-{}/paper%20-%20raw%20materials.html	34.0
Paper - sanitary and domestic articles	https://www.europages.co.uk/companies/pg-{}/paper%20-%20sanitary%20and%20domestic%20articles.html	34.0
Paper manufacture	https://www.europages.co.uk/companies/pg-{}/paper%20manufacture.html	34.0
Stationery	https://www.europages.co.uk/companies/pg-{}/stationery.html	34.0
Wall coverings	https://www.europages.co.uk/companies/pg-{}/wall%20coverings.html	34.0
Bags, briefcases and handbags	https://www.europages.co.uk/companies/pg-{}/bags,%20briefcases%20and%20handbags.html	34.0
Footwear	https://www.europages.co.uk/companies/pg-{}/footwear.html	34.0
Import-export - leather and imitation leather	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20leather%20and%20imitation%20leather.html	34.0
Leather - technical and medical articles	https://www.europages.co.uk/companies/pg-{}/leather%20-%20technical%20and%20medical%20articles.html	34.0
Leather and shoes - supplies and accessories	https://www.europages.co.uk/companies/pg-{}/leather%20and%20shoes%20-%20supplies%20and%20accessories.html	34.0
Leather goods, fine	https://www.europages.co.uk/companies/pg-{}/leather%20goods,%20fine.html	34.0
Leather, skins and furs	https://www.europages.co.uk/companies/pg-{}/leather,%20skins%20and%20furs.html	34.0
Saddlery	https://www.europages.co.uk/companies/pg-{}/saddlery.html	34.0
Shoes, sports and leisure	https://www.europages.co.uk/companies/pg-{}/shoes,%20sports%20and%20leisure.html	34.0
Travel accessories	https://www.europages.co.uk/companies/pg-{}/travel%20accessories.html	34.0
Blankets, bedspreads, duvets and eiderdowns	https://www.europages.co.uk/companies/pg-{}/blankets,%20bedspreads,%20duvets%20and%20eiderdowns.html	34.0
Clothes - second-hand	https://www.europages.co.uk/companies/pg-{}/clothes%20-%20second-hand.html	34.0
Clothes, children's and baby	https://www.europages.co.uk/companies/pg-{}/clothes,%20children%27s%20and%20baby.html	34.0
Clothes, men's	https://www.europages.co.uk/companies/pg-{}/clothes,%20men%27s.html	34.0
Clothes, women's	https://www.europages.co.uk/companies/pg-{}/clothes,%20women%27s.html	34.0
Clothing accessories	https://www.europages.co.uk/companies/pg-{}/clothing%20accessories.html	34.0
Clothing industry supplies	https://www.europages.co.uk/companies/pg-{}/clothing%20industry%20supplies.html	34.0
Clothing, fur	https://www.europages.co.uk/companies/pg-{}/clothing,%20fur.html	34.0
Coats and raincoats	https://www.europages.co.uk/companies/pg-{}/coats%20and%20raincoats.html	34.0
Cords and strings	https://www.europages.co.uk/companies/pg-{}/cords%20and%20strings.html	34.0
Costumes, traditional costumes and disguises	https://www.europages.co.uk/companies/pg-{}/costumes,%20traditional%20costumes%20and%20disguises.html	34.0
Fabrics	https://www.europages.co.uk/companies/pg-{}/fabrics.html	34.0
Fabrics, coated	https://www.europages.co.uk/companies/pg-{}/fabrics,%20coated.html	34.0
Fibres, artificial and synthetic	https://www.europages.co.uk/companies/pg-{}/fibres,%20artificial%20and%20synthetic.html	34.0
Formal wear	https://www.europages.co.uk/companies/pg-{}/formal%20wear.html	34.0
Furnishing fabrics	https://www.europages.co.uk/companies/pg-{}/furnishing%20fabrics.html	34.0
Gloves	https://www.europages.co.uk/companies/pg-{}/gloves.html	34.0
Hats and caps	https://www.europages.co.uk/companies/pg-{}/hats%20and%20caps.html	34.0
Haute couture, luxury ready-to-wear	https://www.europages.co.uk/companies/pg-{}/haute%20couture,%20luxury%20ready-to-wear.html	34.0
Import-export - textile and clothing	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20textile%20and%20clothing.html	34.0
Jeans and casual wear	https://www.europages.co.uk/companies/pg-{}/jeans%20and%20casual%20wear.html	34.0
Jumpers and pull-overs	https://www.europages.co.uk/companies/pg-{}/jumpers%20and%20pull-overs.html	34.0
Leather and suede clothing	https://www.europages.co.uk/companies/pg-{}/leather%20and%20suede%20clothing.html	34.0
Linen	https://www.europages.co.uk/companies/pg-{}/linen.html	34.0
Lingerie, underwear and indoor clothing	https://www.europages.co.uk/companies/pg-{}/lingerie,%20underwear%20and%20indoor%20clothing.html	34.0
