cat	url	lab
Natural fibre preparing	https://www.europages.co.uk/companies/pg-{}/natural%20fibre%20preparing.html	34.0
Natural textile waste	https://www.europages.co.uk/companies/pg-{}/natural%20textile%20waste.html	34.0
Protective and work clothing	https://www.europages.co.uk/companies/pg-{}/protective%20and%20work%20clothing.html	34.0
Ready-to-wear	https://www.europages.co.uk/companies/pg-{}/ready-to-wear.html	34.0
Rugs and carpeting	https://www.europages.co.uk/companies/pg-{}/rugs%20and%20carpeting.html	34.0
Shirts and blouses	https://www.europages.co.uk/companies/pg-{}/shirts%20and%20blouses.html	34.0
Socks and stockings	https://www.europages.co.uk/companies/pg-{}/socks%20and%20stockings.html	34.0
Sportswear	https://www.europages.co.uk/companies/pg-{}/sportswear.html	34.0
Technical textiles	https://www.europages.co.uk/companies/pg-{}/technical%20textiles.html	34.0
Tents and marquees	https://www.europages.co.uk/companies/pg-{}/tents%20and%20marquees.html	34.0
Textile fibres, natural	https://www.europages.co.uk/companies/pg-{}/textile%20fibres,%20natural.html	34.0
Textile finishing	https://www.europages.co.uk/companies/pg-{}/textile%20finishing.html	34.0
Threads and fabrics, elastic	https://www.europages.co.uk/companies/pg-{}/threads%20and%20fabrics,%20elastic.html	34.0
Threads and yarns	https://www.europages.co.uk/companies/pg-{}/threads%20and%20yarns.html	34.0
Trimmings, embroidery and tulle	https://www.europages.co.uk/companies/pg-{}/trimmings,%20embroidery%20and%20tulle.html	34.0
Art publishing - products	https://www.europages.co.uk/companies/pg-{}/art%20publishing%20-%20products.html	34.0
Binding and finishing	https://www.europages.co.uk/companies/pg-{}/binding%20and%20finishing.html	34.0
CD pressing	https://www.europages.co.uk/companies/pg-{}/cd%20pressing.html	34.0
Composition, photocomposition and...	https://www.europages.co.uk/companies/pg-{}/composition,%20photocomposition%20and%20photoengraving.html	34.0
Credit and identification cards - production	https://www.europages.co.uk/companies/pg-{}/credit%20and%20identification%20cards%20-%20production.html	34.0
Import-export - books, newspapers and...	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20books,%20newspapers%20and%20periodicals.html	34.0
Maps and plans	https://www.europages.co.uk/companies/pg-{}/maps%20and%20plans.html	34.0
Marking - diverse products	https://www.europages.co.uk/companies/pg-{}/marking%20-%20diverse%20products.html	34.0
Multimedia - Electronic publishing	https://www.europages.co.uk/companies/pg-{}/multimedia%20-%20electronic%20publishing.html	34.0
Music publishing, pre-recorded audio and...	https://www.europages.co.uk/companies/pg-{}/music%20publishing,%20pre-recorded%20audio%20and%20video%20records%20and%20cassettes.html	34.0
Newspapers and magazines	https://www.europages.co.uk/companies/pg-{}/newspapers%20and%20magazines.html	34.0
Printing	https://www.europages.co.uk/companies/pg-{}/printing.html	34.0
Printing and binding supplies	https://www.europages.co.uk/companies/pg-{}/printing%20and%20binding%20supplies.html	34.0
Publishing, general	https://www.europages.co.uk/companies/pg-{}/publishing,%20general.html	34.0
Publishing, miscellaneous items	https://www.europages.co.uk/companies/pg-{}/publishing,%20miscellaneous%20items.html	34.0
Reprographics	https://www.europages.co.uk/companies/pg-{}/reprographics.html	34.0
Silk-screen printing	https://www.europages.co.uk/companies/pg-{}/silk-screen%20printing.html	34.0
Technical publishing	https://www.europages.co.uk/companies/pg-{}/technical%20publishing.html	34.0
Air sports - equipment	https://www.europages.co.uk/companies/pg-{}/air%20sports%20-%20equipment.html	50.0
Antiques	https://www.europages.co.uk/companies/pg-{}/antiques.html	55.0
Art and art galleries	https://www.europages.co.uk/companies/pg-{}/art%20and%20art%20galleries.html	55.0
Brushes and paint brushes	https://www.europages.co.uk/companies/pg-{}/brushes%20and%20paint%20brushes.html	55.0
Camping equipment	https://www.europages.co.uk/companies/pg-{}/camping%20equipment.html	52.0
Celebrations and parties - articles and...	https://www.europages.co.uk/companies/pg-{}/celebrations%20and%20parties%20-%20articles%20and%20decorations.html	30.0
Child-care items	https://www.europages.co.uk/companies/pg-{}/child-care%20items.html	53.0
Cleaning and maintenance - equipment and...	https://www.europages.co.uk/companies/pg-{}/cleaning%20and%20maintenance%20-%20equipment%20and%20supplies.html	34.0
Costume jewellery	https://www.europages.co.uk/companies/pg-{}/costume%20jewellery.html	30.0
Custom packaging	https://www.europages.co.uk/companies/pg-{}/custom%20packaging.html	34.0
Design, graphic and plastic arts - products...	https://www.europages.co.uk/companies/pg-{}/design,%20graphic%20and%20plastic%20arts%20-%20products%20and%20supplies.html	34.0
Diamonds	https://www.europages.co.uk/companies/pg-{}/diamonds.html	34.0
Flags, insignia badges and trophies	https://www.europages.co.uk/companies/pg-{}/flags,%20insignia%20badges%20and%20trophies.html	34.0
Funeral articles	https://www.europages.co.uk/companies/pg-{}/funeral%20articles.html	34.0
Games and toys	https://www.europages.co.uk/companies/pg-{}/games%20and%20toys.html	30.0
Gardening and horticulture - equipment and...	https://www.europages.co.uk/companies/pg-{}/gardening%20and%20horticulture%20-%20equipment%20and%20supplies.html	53.0
Gold and silver articles	https://www.europages.co.uk/companies/pg-{}/gold%20and%20silver%20articles.html	34.0
Gymnastics and physical training - equipment...	https://www.europages.co.uk/companies/pg-{}/gymnastics%20and%20physical%20training%20-%20equipment%20and%20supplies.html	50.0
Handicraft	https://www.europages.co.uk/companies/pg-{}/handicraft.html	34.0
Hunting and fishing equipment and special...	https://www.europages.co.uk/companies/pg-{}/hunting%20and%20fishing%20equipment%20and%20special%20products.html	30.0
Hunting weapons and ammunition	https://www.europages.co.uk/companies/pg-{}/hunting%20weapons%20and%20ammunition.html	42.0
Import-export - agents	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20agents.html	34.0
Import-export - jewellery, precious stones,...	https://www.europages.co.uk/companies/pg-{}/import-export%20-%20jewellery,%20precious%20stones,%20watches%20and%20clocks.html	34.0
Jewellery and bijouterie	https://www.europages.co.uk/companies/pg-{}/jewellery%20and%20bijouterie.html	34.0
Musical instruments and accessories	https://www.europages.co.uk/companies/pg-{}/musical%20instruments%20and%20accessories.html	30.0
Office supplies	https://www.europages.co.uk/companies/pg-{}/office%20supplies.html	34.0
Pet supplies	https://www.europages.co.uk/companies/pg-{}/pet%20supplies.html	53.0
Precious and semiprecious stones and pearls	https://www.europages.co.uk/companies/pg-{}/precious%20and%20semiprecious%20stones%20and%20pearls.html	34.0
Religious articles	https://www.europages.co.uk/companies/pg-{}/religious%20articles.html	47.0
Second-hand items	https://www.europages.co.uk/companies/pg-{}/second-hand%20items.html	34.0
Souvenirs and advertising items	https://www.europages.co.uk/companies/pg-{}/souvenirs%20and%20advertising%20items.html	54.0
Sports articles	https://www.europages.co.uk/companies/pg-{}/sports%20articles.html	50.0
Tableware	https://www.europages.co.uk/companies/pg-{}/tableware.html	34.0
Teaching materials	https://www.europages.co.uk/companies/pg-{}/teaching%20materials.html	36.0
Tobacco and smokers items	https://www.europages.co.uk/companies/pg-{}/tobacco%20and%20smokers%20items.html	14.0
Water sports - equipment	https://www.europages.co.uk/companies/pg-{}/water%20sports%20-%20equipment.html	50.0
Wigs and hairpieces	https://www.europages.co.uk/companies/pg-{}/wigs%20and%20hairpieces.html	34.0
Air Transport	https://www.europages.co.uk/companies/pg-{}/air%20transport.html	32.0
Air-freight services	https://www.europages.co.uk/companies/pg-{}/air-freight%20services.html	32.0
Airline companies	https://www.europages.co.uk/companies/pg-{}/airline%20companies.html	32.0
Airports	https://www.europages.co.uk/companies/pg-{}/airports.html	32.0
Ambulance and funeral transport	https://www.europages.co.uk/companies/pg-{}/ambulance%20and%20funeral%20transport.html	32.0
Goods transport	https://www.europages.co.uk/companies/pg-{}/goods%20transport.html	32.0
Groupage services	https://www.europages.co.uk/companies/pg-{}/groupage%20services.html	32.0
International couriers and delivery services	https://www.europages.co.uk/companies/pg-{}/international%20couriers%20and%20delivery%20services.html	32.0
International transport agents	https://www.europages.co.uk/companies/pg-{}/international%20transport%20agents.html	32.0
Port services	https://www.europages.co.uk/companies/pg-{}/port%20services.html	32.0
Rail transport	https://www.europages.co.uk/companies/pg-{}/rail%20transport.html	32.0
Removals and relocation - international	https://www.europages.co.uk/companies/pg-{}/removals%20and%20relocation%20-%20international.html	32.0
River transport	https://www.europages.co.uk/companies/pg-{}/river%20transport.html	32.0
Road transport	https://www.europages.co.uk/companies/pg-{}/road%20transport.html	32.0
Road transport - tankers	https://www.europages.co.uk/companies/pg-{}/road%20transport%20-%20tankers.html	32.0
Roads and motorways - operation and services	https://www.europages.co.uk/companies/pg-{}/roads%20and%20motorways%20-%20operation%20and%20services.html	32.0
Sea & River Transport	https://www.europages.co.uk/companies/pg-{}/sea%20&%20river%20transport.html	32.0
Security transport - money and valuables	https://www.europages.co.uk/companies/pg-{}/security%20transport%20-%20money%20and%20valuables.html	32.0
Ship brokers	https://www.europages.co.uk/companies/pg-{}/ship%20brokers.html	32.0
Ship chandlers	https://www.europages.co.uk/companies/pg-{}/ship%20chandlers.html	32.0
Shipowners	https://www.europages.co.uk/companies/pg-{}/shipowners.html	32.0
Shipping companies - lines	https://www.europages.co.uk/companies/pg-{}/shipping%20companies%20-%20lines.html	32.0
Transport - animals	https://www.europages.co.uk/companies/pg-{}/transport%20-%20animals.html	32.0
Transport - art and antiquities	https://www.europages.co.uk/companies/pg-{}/transport%20-%20art%20and%20antiquities.html	32.0
Transport - motor vehicles and boats	https://www.europages.co.uk/companies/pg-{}/transport%20-%20motor%20vehicles%20and%20boats.html	32.0
Transport - refrigerated	https://www.europages.co.uk/companies/pg-{}/transport%20-%20refrigerated.html	32.0
Transport - wide and long loads	https://www.europages.co.uk/companies/pg-{}/transport%20-%20wide%20and%20long%20loads.html	32.0
Travel and tourism	https://www.europages.co.uk/companies/pg-{}/travel%20and%20tourism.html	32.0
Vehicle rental	https://www.europages.co.uk/companies/pg-{}/vehicle%20rental.html	32.0
Warehouses and bonded warehouses	https://www.europages.co.uk/companies/pg-{}/warehouses%20and%20bonded%20warehouses.html	32.0
Agritourism	https://www.europages.co.uk/companies/pg-{}/agritourism.html	52.0
Congresses, seminars, receptions -...	https://www.europages.co.uk/companies/pg-{}/congresses,%20seminars,%20receptions%20-%20organisation%20and%20services.html	52.0
Hospitality industry	https://www.europages.co.uk/companies/pg-{}/hospitality%20industry.html	52.0
Hotel	https://www.europages.co.uk/companies/pg-{}/hotel.html	52.0
Restaurants, caterers and meal deliveries	https://www.europages.co.uk/companies/pg-{}/restaurants,%20caterers%20and%20meal%20deliveries.html	30.0
Sport and leisure	https://www.europages.co.uk/companies/pg-{}/sport%20and%20leisure.html	50.0
Trade fairs, exhibitions, shows -...	https://www.europages.co.uk/companies/pg-{}/trade%20fairs,%20exhibitions,%20shows%20-%20organisation.html	30.0
Advertising agencies	https://www.europages.co.uk/companies/pg-{}/advertising%20agencies.html	59.0
Advertising design - graphic artists and...	https://www.europages.co.uk/companies/pg-{}/advertising%20design%20-%20graphic%20artists%20and%20designers.html	59.0
Advertising management	https://www.europages.co.uk/companies/pg-{}/advertising%20management.html	59.0
Audio-video advertising - production	https://www.europages.co.uk/companies/pg-{}/audio-video%20advertising%20-%20production.html	59.0
Audio-visual - production and distribution	https://www.europages.co.uk/companies/pg-{}/audio-visual%20-%20production%20and%20distribution.html	59.0
Communication	https://www.europages.co.uk/companies/pg-{}/communication.html	59.0
Direct marketing	https://www.europages.co.uk/companies/pg-{}/direct%20marketing.html	59.0
Events marketing	https://www.europages.co.uk/companies/pg-{}/events%20marketing.html	59.0
Marketing - research	https://www.europages.co.uk/companies/pg-{}/marketing%20-%20research.html	59.0
Multimedia - Internet and Intranet services	https://www.europages.co.uk/companies/pg-{}/multimedia%20-%20internet%20and%20intranet%20services.html	49.0
Performing arts - production and distribution	https://www.europages.co.uk/companies/pg-{}/performing%20arts%20-%20production%20and%20distribution.html	59.0
Photographs - production and distribution	https://www.europages.co.uk/companies/pg-{}/photographs%20-%20production%20and%20distribution.html	59.0
Point-of-sale advertising	https://www.europages.co.uk/companies/pg-{}/point-of-sale%20advertising.html	59.0
Press agencies, international	https://www.europages.co.uk/companies/pg-{}/press%20agencies,%20international.html	59.0
Sales promotion	https://www.europages.co.uk/companies/pg-{}/sales%20promotion.html	59.0
Telephone marketing	https://www.europages.co.uk/companies/pg-{}/telephone%20marketing.html	59.0
Ticketing	https://www.europages.co.uk/companies/pg-{}/ticketing.html	59.0
Banks	https://www.europages.co.uk/companies/pg-{}/banks.html	37.0
Finance and credit companies	https://www.europages.co.uk/companies/pg-{}/finance%20and%20credit%20companies.html	37.0
Finance, guarantee and management of credit	https://www.europages.co.uk/companies/pg-{}/finance,%20guarantee%20and%20management%20of%20credit.html	37.0
Financial advisers	https://www.europages.co.uk/companies/pg-{}/financial%20advisers.html	37.0
Financial experts	https://www.europages.co.uk/companies/pg-{}/financial%20experts.html	37.0
Holding companies	https://www.europages.co.uk/companies/pg-{}/holding%20companies.html	37.0
Insurance	https://www.europages.co.uk/companies/pg-{}/insurance.html	37.0
Investment consultants	https://www.europages.co.uk/companies/pg-{}/investment%20consultants.html	37.0
Management advice	https://www.europages.co.uk/companies/pg-{}/management%20advice.html	37.0
Stock and commodity markets	https://www.europages.co.uk/companies/pg-{}/stock%20and%20commodity%20markets.html	37.0
Stockbrokers	https://www.europages.co.uk/companies/pg-{}/stockbrokers.html	37.0
Associations and organisations	https://www.europages.co.uk/companies/pg-{}/associations%20and%20organisations.html	59.0
Business information	https://www.europages.co.uk/companies/pg-{}/business%20information.html	59.0
Catering services	https://www.europages.co.uk/companies/pg-{}/catering%20services.html	30.0
Chambers of commerce and industry	https://www.europages.co.uk/companies/pg-{}/chambers%20of%20commerce%20and%20industry.html	54.0
Cleaning services	https://www.europages.co.uk/companies/pg-{}/cleaning%20services.html	34.0
Construction and production control	https://www.europages.co.uk/companies/pg-{}/construction%20and%20production%20control.html	59.0
Crop services	https://www.europages.co.uk/companies/pg-{}/crop%20services.html	34.0
Data banks	https://www.europages.co.uk/companies/pg-{}/data%20banks.html	49.0
Designers	https://www.europages.co.uk/companies/pg-{}/designers.html	34.0
Diplomatic and consular missions	https://www.europages.co.uk/companies/pg-{}/diplomatic%20and%20consular%20missions.html	43.0
Energy and raw materials - services to...	https://www.europages.co.uk/companies/pg-{}/energy%20and%20raw%20materials%20-%20services%20to%20industry.html	34.0
Engineering - industrial contractors	https://www.europages.co.uk/companies/pg-{}/engineering%20-%20industrial%20contractors.html	34.0
Environment - services	https://www.europages.co.uk/companies/pg-{}/environment%20-%20services.html	34.0
Equipped offices and industrial premises -...	https://www.europages.co.uk/companies/pg-{}/equipped%20offices%20and%20industrial%20premises%20-%20services.html	34.0
General, continuous and specialist training...	https://www.europages.co.uk/companies/pg-{}/general,%20continuous%20and%20specialist%20training%20courses.html	36.0
Industrial consultants	https://www.europages.co.uk/companies/pg-{}/industrial%20consultants.html	59.0
Industrial equipment hire	https://www.europages.co.uk/companies/pg-{}/industrial%20equipment%20hire.html	34.0
Industrial maintenance	https://www.europages.co.uk/companies/pg-{}/industrial%20maintenance.html	34.0
Information systems - advice	https://www.europages.co.uk/companies/pg-{}/information%20systems%20-%20advice.html	49.0
Interpreting	https://www.europages.co.uk/companies/pg-{}/interpreting.html	34.0
Investigations - business	https://www.europages.co.uk/companies/pg-{}/investigations%20-%20business.html	59.0
Language schools	https://www.europages.co.uk/companies/pg-{}/language%20schools.html	36.0
Legal counselling	https://www.europages.co.uk/companies/pg-{}/legal%20counselling.html	43.0
Livestock - services	https://www.europages.co.uk/companies/pg-{}/livestock%20-%20services.html	34.0
Modelling agencies	https://www.europages.co.uk/companies/pg-{}/modelling%20agencies.html	30.0
Outsourcing of financial services and...	https://www.europages.co.uk/companies/pg-{}/outsourcing%20of%20financial%20services%20and%20administration.html	37.0
Packaging contractors	https://www.europages.co.uk/companies/pg-{}/packaging%20contractors.html	34.0
Patents and trademark protection	https://www.europages.co.uk/companies/pg-{}/patents%20and%20trademark%20protection.html	43.0
Personal assistance services	https://www.europages.co.uk/companies/pg-{}/personal%20assistance%20services.html	59.0
Personnel recruitment, international	https://www.europages.co.uk/companies/pg-{}/personnel%20recruitment,%20international.html	59.0
Professional federations, associations and...	https://www.europages.co.uk/companies/pg-{}/professional%20federations,%20associations%20and%20unions.html	59.0
Protection and security services	https://www.europages.co.uk/companies/pg-{}/protection%20and%20security%20services.html	59.0
Quality control and certification	https://www.europages.co.uk/companies/pg-{}/quality%20control%20and%20certification.html	59.0
Real estate, business and industrial -...	https://www.europages.co.uk/companies/pg-{}/real%20estate,%20business%20and%20industrial%20-%20developers%20and%20agencies.html	59.0
Recruitment agency	https://www.europages.co.uk/companies/pg-{}/recruitment%20agency.html	41.0
Recycling and recovery - miscellaneous...	https://www.europages.co.uk/companies/pg-{}/recycling%20and%20recovery%20-%20miscellaneous%20materials.html	34.0
Repairs - consumer goods	https://www.europages.co.uk/companies/pg-{}/repairs%20-%20consumer%20goods.html	34.0
Repairs - industrial equipment	https://www.europages.co.uk/companies/pg-{}/repairs%20-%20industrial%20equipment.html	34.0
Resource centres	https://www.europages.co.uk/companies/pg-{}/resource%20centres.html	59.0
Retailing outlets	https://www.europages.co.uk/companies/pg-{}/retailing%20outlets.html	54.0
Scientific research centres and laboratories	https://www.europages.co.uk/companies/pg-{}/scientific%20research%20centres%20and%20laboratories.html	51.0
Testing of products and materials	https://www.europages.co.uk/companies/pg-{}/testing%20of%20products%20and%20materials.html	34.0
Trade organisations	https://www.europages.co.uk/companies/pg-{}/trade%20organisations.html	54.0
Translation	https://www.europages.co.uk/companies/pg-{}/translation.html	59.0
Vehicles - services	https://www.europages.co.uk/companies/pg-{}/vehicles%20-%20services.html	32.0
Health centres	https://www.europages.co.uk/companies/pg-{}/health%20centres.html	39.0
Hospital and medical services	https://www.europages.co.uk/companies/pg-{}/hospital%20and%20medical%20services.html	39.0
Medical Equipment	https://www.europages.co.uk/companies/pg-{}/medical%20equipment.html	39.0
Patient telemonitoring	https://www.europages.co.uk/companies/pg-{}/patient%20telemonitoring.html	39.0
Social services	https://www.europages.co.uk/companies/pg-{}/social%20services.html	39.0
